wdNumber,docNumber,lease,category,amount,periodStart,periodEnd,submittedDate,unit,comment,company,supplier,arrangement,invoicing
SINV-348607,65104,1005-065,Rental,$754.82,2025-10-01,2025-10-31,2025-09-19,8700251,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349066,64652,1005-026,Property Tax,$720.46,2025-10-01,2025-10-31,2025-09-22,AV2239-16,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,8917,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348011,64502,1005-01-007,Rental,"$4,408.40",2025-10-01,2025-10-31,2025-09-17,8943,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348323,64886,1016-053,Rental,"$1,290.24",2025-10-01,2025-10-31,2025-09-18,ARE060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348631,65161,1016-030,Rental,$811.44,2025-10-01,2025-10-31,2025-09-19,ARE119,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348631,65161,1016-030,Rental,$811.44,2025-10-01,2025-10-31,2025-09-19,ARE121,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348495,65090,1016-035,Rental,$835.06,2025-10-01,2025-10-31,2025-09-18,ARE122,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348485,65070,1005-026,Rental,"$2,540.81",2025-10-01,2025-10-31,2025-09-18,AV2239-16,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,AV5839,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,AV5840,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348485,65070,1005-026,Rental,"$2,540.81",2025-10-01,2025-10-31,2025-09-18,AV6041,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348981,65026,1005-034,Property Tax,$412.33,2025-09-11,2025-09-11,2025-09-22,AV6170,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348485,65070,1005-026,Rental,"$2,540.81",2025-10-01,2025-10-31,2025-09-18,AV6042,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348485,65070,1005-026,Rental,"$2,540.81",2025-10-01,2025-10-31,2025-09-18,AV6047-16,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348704,65253,1005-059,Rental,$347.75,2025-10-01,2025-10-31,2025-09-19,AV6146,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348419,64982,1005-035,Rental,"$1,764.22",2025-10-01,2025-10-31,2025-09-18,AV6166,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348419,64982,1005-035,Rental,"$1,764.22",2025-10-01,2025-10-31,2025-09-18,AV6167,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348419,64982,1005-035,Rental,"$1,764.22",2025-10-01,2025-10-31,2025-09-18,AV6168,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348164,64656,1005-034,Rental,$655.00,2025-10-01,2025-10-31,2025-09-18,AV6170,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348164,64656,1005-034,Rental,$655.00,2025-10-01,2025-10-31,2025-09-18,AV6171,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348164,64656,1005-034,Rental,$655.00,2025-10-01,2025-10-31,2025-09-18,AV6172,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349058,64680,1016-016,Property Tax,"$1,939.80",2025-09-11,2025-09-11,2025-09-22,B120016012,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,AV6237,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,AV6238,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,AV6239,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347298,64461,1016-49,Sundry,"$2,471.21",2025-08-28,2025-08-28,2025-09-14,B120018011,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349235,64833,1016-49,Service,$550.00,2025-09-11,2025-09-11,2025-09-22,B120018011,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,AV6240,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348293,64824,1005-047,Rental,$415.35,2025-10-01,2025-10-31,2025-09-18,AV6289,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348204,64750,1016-037,Rental,"$12,530.79",2025-10-01,2025-10-31,2025-09-18,B120016008,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348202,64741,1016-016,Rental,"$4,528.29",2025-10-01,2025-10-31,2025-09-18,B120016012,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348168,64673,1016-017,Rental,"$4,579.86",2025-10-01,2025-10-31,2025-09-18,B120016013,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348973,65084,1005-038,Property Tax,"$1,118.59",2025-09-11,2025-09-11,2025-09-22,B25016089,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348610,65112,1016-025,Rental,"$4,368.63",2025-10-01,2025-10-31,2025-09-19,B120017002,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348193,64712,1016-49,Rental,"$8,003.10",2025-10-01,2025-10-31,2025-09-18,B120018011,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347463,64478,1016-036,Credit,"($5,241.68)",2025-09-01,2025-09-30,2025-09-15,B35017060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,B35017060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347463,64478,1016-036,Credit,"($5,241.68)",2025-09-01,2025-09-30,2025-09-15,B35017061,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,B35017061,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-348180,64696,1005-068,Rental,"$3,724.07",2025-10-01,2025-10-31,2025-09-18,B25015016,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348083,64627,1016-005,Rental,"$1,433.01",2025-10-01,2025-10-31,2025-09-17,B25016061,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348307,64841,1016-029,Rental,"$4,118.79",2025-10-01,2025-10-31,2025-09-18,B25016070,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348700,65233,1005-038,Rental,"$1,125.72",2025-10-01,2025-10-31,2025-09-19,B25016089,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349023,64838,1016-041,Property Tax,"$3,265.96",2025-09-11,2025-09-11,2025-09-22,C15i17061,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348043,64332,1005-037,Rental,"$1,146.96",2025-10-01,2025-10-31,2025-09-17,B25016092,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,B65020001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349091,64616,1005-053,Property Tax,"$3,440.91",2025-09-11,2025-09-11,2025-09-22,C15i17070,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348367,64957,1005-072,Rental,"$4,728.62",2025-10-01,2025-10-31,2025-09-18,B95019023,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348237,64790,1016-024,Rental,"$7,585.71",2025-10-01,2025-10-31,2025-09-18,C15i16078,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348995,64937,1005-055,Property Tax,"$1,607.49",2025-09-11,2025-09-11,2025-09-22,C15i17086,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348204,64750,1016-037,Rental,"$12,530.79",2025-10-01,2025-10-31,2025-09-18,C15i17036,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348893,65099,1016-045,Property Tax,"$1,934.50",2025-09-11,2025-09-11,2025-09-20,C15i18099,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348344,64920,1016-041,Rental,"$8,546.24",2025-10-01,2025-10-31,2025-09-18,C15i17061,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349035,64780,1016-046,Property Tax,"$1,934.50",2025-09-11,2025-09-11,2025-09-22,C15i18103,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348344,64920,1016-041,Rental,"$8,546.24",2025-10-01,2025-10-31,2025-09-18,C15i17064,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348356,64940,1005-053,Rental,"$8,243.32",2025-10-01,2025-10-31,2025-09-18,C15i17070,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348356,64940,1005-053,Rental,"$8,243.32",2025-10-01,2025-10-31,2025-09-18,C15i17075,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348171,64675,1005-055,Rental,"$3,851.13",2025-10-01,2025-10-31,2025-09-18,C15i17086,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348648,65181,1016-045,Rental,"$4,336.22",2025-10-01,2025-10-31,2025-09-19,C15i18099,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348611,65122,1016-046,Rental,"$4,336.22",2025-10-01,2025-10-31,2025-09-19,C15i18103,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348237,64790,1016-024,Rental,"$7,585.71",2025-10-01,2025-10-31,2025-09-18,C30i17007,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,C30i19085,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,C30i20006,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348486,65073,1016-038,Rental,"$8,876.67",2025-10-01,2025-10-31,2025-09-18,C40i18043,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348698,65228,1016-048,Rental,"$10,421.73",2025-10-01,2025-10-31,2025-09-19,C60i19001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349012,64869,1005-056,Property Tax,"$2,532.34",2025-09-11,2025-09-11,2025-09-22,DT3218,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348065,64536,1016-019,Rental,"$2,442.00",2025-10-01,2025-10-31,2025-09-17,CPT17001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349042,64730,1005-060,Property Tax,"$3,101.12",2025-09-11,2025-09-11,2025-09-22,DT3287,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348065,64536,1016-019,Rental,"$2,442.00",2025-10-01,2025-10-31,2025-09-17,CPT17002,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347300,64465,1005-049,Credit,($712.31),2025-09-01,2025-09-30,2025-09-14,GT35A1431,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348691,65219,1016-032,Rental,$629.37,2025-10-01,2025-10-31,2025-09-19,CT5G-111,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348428,64999,1005-056,Rental,"$5,115.45",2025-10-01,2025-10-31,2025-09-18,DT3218,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348239,64791,1005-060,Rental,"$6,141.61",2025-10-01,2025-10-31,2025-09-18,DT3287,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348614,65146,1005-049,Rental,"$3,697.50",2025-10-01,2025-10-31,2025-09-19,GT35A1431,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348613,65141,1016-060,Rental,"$7,027.78",2025-10-01,2025-10-31,2025-09-19,GT35A1662,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348428,64999,1005-056,Rental,"$5,115.45",2025-10-01,2025-10-31,2025-09-18,N5683,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348239,64791,1005-060,Rental,"$6,141.61",2025-10-01,2025-10-31,2025-09-18,N5755,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348452,65050,1005-062,Rental,"$3,445.47",2025-10-01,2025-10-31,2025-09-18,NB00144801,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348452,65050,1005-062,Rental,"$3,445.47",2025-10-01,2025-10-31,2025-09-18,NB00144802,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348452,65050,1005-062,Rental,"$3,445.47",2025-10-01,2025-10-31,2025-09-18,NB00144803,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348640,65166,1005-01-002,Rental,$903.17,2025-10-01,2025-10-31,2025-09-19,PK389216,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503863,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503865,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503869,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503870,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503871,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503872,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503875,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503885,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503886,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,PK503898,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348763,65193,1005-057,Property Tax,"$2,799.25",2025-09-11,2025-09-11,2025-09-19,T31370,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348180,64696,1005-068,Rental,"$3,724.07",2025-10-01,2025-10-31,2025-09-18,PNX-LC150/100-1140,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348491,65075,1005-069,Rental,"$4,100.58",2025-10-01,2025-10-31,2025-09-18,PNX-LC250/150-1286,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348678,65202,1016-012,Rental,"$2,538.57",2025-10-01,2025-10-31,2025-09-19,R716005,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348200,64733,1005-057,Rental,"$8,062.02",2025-10-01,2025-10-31,2025-09-18,T31370,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348051,64528,1005-061,Rental,"$2,329.63",2025-10-01,2025-10-31,2025-09-17,T35330,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349100,64596,1005-018,Property Tax,"$1,492.32",2025-10-01,2025-10-31,2025-09-22,T37141,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348173,64683,1016-011,Rental,"$3,971.58",2025-10-01,2025-10-31,2025-09-18,T35636,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348200,64733,1005-057,Rental,"$8,062.02",2025-10-01,2025-10-31,2025-09-18,T35642,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349020,64860,1005-014,Property Tax,"$1,758.48",2025-10-01,2025-10-31,2025-09-22,T37568,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348200,64733,1005-057,Rental,"$8,062.02",2025-10-01,2025-10-31,2025-09-18,T35668,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348493,65078,1005-018,Rental,"$2,396.94",2025-10-01,2025-10-31,2025-09-18,T37141,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348493,65078,1005-018,Rental,"$2,396.94",2025-10-01,2025-10-31,2025-09-18,T37143,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348210,64756,1005-014,Rental,"$3,047.50",2025-10-01,2025-10-31,2025-09-18,T37568,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348762,65229,1005-031,Property Tax,$477.54,2025-09-11,2025-09-11,2025-09-19,T41366,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347296,64457,1005-031,Credit,($869.22),2025-09-01,2025-09-30,2025-09-14,T41366,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348485,65070,1005-026,Rental,"$2,540.81",2025-10-01,2025-10-31,2025-09-18,T38309,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349105,64508,1005-033,Property Tax,"$4,169.37",2025-09-11,2025-09-11,2025-09-22,T41700,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348353,64933,1005-030,Rental,"$2,591.48",2025-10-01,2025-10-31,2025-09-18,T39518,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348360,64947,1016-007,Rental,"$4,284.03",2025-10-01,2025-10-31,2025-09-18,T40607,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348317,64863,1005-031,Rental,$463.15,2025-10-01,2025-10-31,2025-09-18,T41366,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348196,64725,1005-033,Rental,"$5,856.69",2025-10-01,2025-10-31,2025-09-18,T41700,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348196,64725,1005-033,Rental,"$5,856.69",2025-10-01,2025-10-31,2025-09-18,T41701,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348196,64725,1005-033,Rental,"$5,856.69",2025-10-01,2025-10-31,2025-09-18,T41702,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348196,64725,1005-033,Rental,"$5,856.69",2025-10-01,2025-10-31,2025-09-18,T41730,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348701,65251,1016-022,Rental,"$2,074.59",2025-10-01,2025-10-31,2025-09-19,T41901,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348491,65075,1005-069,Rental,"$4,100.58",2025-10-01,2025-10-31,2025-09-18,T42430,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348196,64725,1005-033,Rental,"$5,856.69",2025-10-01,2025-10-31,2025-09-18,T42631,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348072,64569,1005-042,Rental,"$5,993.80",2025-10-01,2025-10-31,2025-09-17,T43402,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348175,64685,1005-050,Rental,"$3,423.22",2025-10-01,2025-10-31,2025-09-18,T43462,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348072,64569,1005-042,Rental,"$5,993.80",2025-10-01,2025-10-31,2025-09-17,T43798,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348979,65045,1016-043,Property Tax,$549.21,2025-09-11,2025-09-11,2025-09-22,T52033,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348158,64651,1016-040,Rental,"$1,683.87",2025-10-01,2025-10-31,2025-09-18,T44197,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348683,65204,1005-052,Rental,"$2,683.86",2025-10-01,2025-10-31,2025-09-19,T45108,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348458,65065,1016-043,Rental,"$1,278.59",2025-10-01,2025-10-31,2025-09-18,T52033,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348613,65141,1016-060,Rental,"$7,027.78",2025-10-01,2025-10-31,2025-09-19,T55911,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348441,65024,1016-054,Rental,"$5,543.48",2025-10-01,2025-10-31,2025-09-18,T55915,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,T57416,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348441,65024,1016-054,Rental,"$5,543.48",2025-10-01,2025-10-31,2025-09-18,T57417,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,T62863,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348491,65075,1005-069,Rental,"$4,100.58",2025-10-01,2025-10-31,2025-09-18,T70389,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348180,64696,1005-068,Rental,"$3,724.07",2025-10-01,2025-10-31,2025-09-18,T72060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,T74195,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,T74196,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,T74197,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,T74228,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,T74229,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348428,64999,1005-056,Rental,"$5,115.45",2025-10-01,2025-10-31,2025-09-18,TBL280,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348239,64791,1005-060,Rental,"$6,141.61",2025-10-01,2025-10-31,2025-09-18,TBL280,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348612,65137,1005-022,Rental,"$2,279.75",2025-10-01,2025-10-31,2025-09-19,TMD150-610,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348694,65223,1005-01-004,Rental,"$1,869.08",2025-10-01,2025-10-31,2025-09-19,TMD180-525,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
